b 568.0 200.0 12.0 12.0 252 252 252
b 592.0 200.0 12.0 12.0 176 161 33
b 616.0 200.0 12.0 12.0 248 222 43
b 232.0 224.0 12.0 12.0 237 203 4
b 256.0 224.0 12.0 12.0 126 122 60
b 280.0 224.0 12.0 12.0 253 253 253
b 304.0 224.0 12.0 12.0 253 253 253
b 328.0 224.0 12.0 12.0 253 253 253
b 352.0 224.0 12.0 12.0 253 253 253
b 376.0 224.0 12.0 12.0 253 253 253
b 400.0 224.0 12.0 12.0 125 113 19
b 424.0 224.0 12.0 12.0 253 227 44
b 448.0 224.0 12.0 12.0 238 205 6
b 472.0 224.0 12.0 12.0 218 219 220
b 496.0 224.0 12.0 12.0 253 253 253
b 520.0 224.0 12.0 12.0 253 253 253
b 544.0 224.0 12.0 12.0 253 253 253
b 568.0 224.0 12.0 12.0 253 253 253
b 592.0 224.0 12.0 12.0 119 117 91
b 616.0 224.0 12.0 12.0 253 227 44
b 208.0 248.0 12.0 12.0 224 192 5
b 232.0 248.0 12.0 12.0 234 200 4
b 256.0 248.0 12.0 12.0 122 116 50
b 280.0 248.0 12.0 12.0 253 253 253
b 304.0 248.0 12.0 12.0 253 253 253
b 328.0 248.0 12.0 12.0 253 253 253
b 352.0 248.0 12.0 12.0 209 210 208
b 376.0 248.0 12.0 12.0 253 253 253
b 400.0 248.0 12.0 12.0 174 157 25
b 424.0 248.0 12.0 12.0 252 227 41
b 448.0 248.0 12.0 12.0 226 194 6
b 472.0 248.0 12.0 12.0 253 253 253
b 496.0 248.0 12.0 12.0 253 253 253
b 520.0 248.0 12.0 12.0 253 253 253
b 544.0 248.0 12.0 12.0 253 253 253
b 568.0 248.0 12.0 12.0 253 253 253
b 592.0 248.0 12.0 12.0 139 142 138
b 616.0 248.0 12.0 12.0 253 227 44
b 184.0 272.0 12.0 12.0 115 117 54
b 208.0 272.0 12.0 12.0 235 201 4
b 232.0 272.0 12.0 12.0 236 202 4
b 256.0 272.0 12.0 12.0 182 166 33
b 280.0 272.0 12.0 12.0 253 253 253
b 304.0 272.0 12.0 12.0 253 253 253
b 328.0 272.0 12.0 12.0 183 187 187
b 352.0 272.0 12.0 12.0 0 0 0
b 376.0 272.0 12.0 12.0 194 196 197
b 400.0 272.0 12.0 12.0 253 227 44
b 424.0 272.0 12.0 12.0 247 221 36
b 448.0 272.0 12.0 12.0 229 205 18
b 472.0 272.0 12.0 12.0 229 232 233
b 496.0 272.0 12.0 12.0 95 98 96
b 520.0 272.0 12.0 12.0 253 253 253
b 544.0 272.0 12.0 12.0 253 253 253
b 568.0 272.0 12.0 12.0 253 253 253
b 592.0 272.0 12.0 12.0 121 120 93
b 616.0 272.0 12.0 12.0 253 227 44
b 640.0 272.0 12.0 12.0 144 135 37
b 184.0 296.0 12.0 12.0 221 189 4
b 208.0 296.0 12.0 12.0 235 201 4
b 232.0 296.0 12.0 12.0 235 201 4
b 256.0 296.0 12.0 12.0 251 225 42
b 280.0 296.0 12.0 12.0 180 185 187
b 304.0 296.0 12.0 12.0 252 252 252
b 328.0 296.0 12.0 12.0 213 215 217
b 352.0 296.0 12.0 12.0 132 133 132
b 376.0 296.0 12.0 12.0 78 70 23
b 400.0 296.0 12.0 12.0 141 136 24
b 424.0 296.0 12.0 12.0 175 159 33
b 448.0 296.0 12.0 12.0 225 194 7
b 472.0 296.0 12.0 12.0 147 150 151
b 496.0 296.0 12.0 12.0 2 3 3
b 520.0 296.0 12.0 12.0 248 249 250
b 544.0 296.0 12.0 12.0 253 253 253
b 568.0 296.0 12.0 12.0 253 253 253
b 592.0 296.0 12.0 12.0 167 154 31
b 616.0 296.0 12.0 12.0 253 227 44
b 640.0 296.0 12.0 12.0 247 224 52
b 184.0 320.0 12.0 12.0 238 204 5
b 208.0 320.0 12.0 12.0 234 200 3
b 232.0 320.0 12.0 12.0 234 200 3
b 256.0 320.0 12.0 12.0 252 226 44
b 280.0 320.0 12.0 12.0 116 107 17
b 304.0 320.0 12.0 12.0 207 183 12
b 328.0 320.0 12.0 12.0 248 222 30
b 352.0 320.0 12.0 12.0 253 227 44
b 376.0 320.0 12.0 12.0 253 227 44
b 400.0 320.0 12.0 12.0 253 227 44
b 424.0 320.0 12.0 12.0 253 227 44
b 448.0 320.0 12.0 12.0 252 226 44
b 472.0 320.0 12.0 12.0 209 189 39
b 496.0 320.0 12.0 12.0 116 113 94
b 520.0 320.0 12.0 12.0 244 245 245
b 544.0 320.0 12.0 12.0 253 253 253
b 568.0 320.0 12.0 12.0 134 136 133
b 592.0 320.0 12.0 12.0 253 227 44
b 616.0 320.0 12.0 12.0 253 227 44
b 640.0 320.0 12.0 12.0 253 227 44
b 184.0 344.0 12.0 12.0 225 193 4
b 208.0 344.0 12.0 12.0 236 202 4
b 232.0 344.0 12.0 12.0 241 210 16
b 256.0 344.0 12.0 12.0 96 86 14
b 280.0 344.0 12.0 12.0 239 205 5
b 304.0 344.0 12.0 12.0 253 227 44
b 328.0 344.0 12.0 12.0 253 227 44
b 352.0 344.0 12.0 12.0 253 227 44
b 376.0 344.0 12.0 12.0 253 227 44
b 400.0 344.0 12.0 12.0 253 227 44
b 424.0 344.0 12.0 12.0 253 227 44
b 448.0 344.0 12.0 12.0 253 227 44
b 472.0 344.0 12.0 12.0 253 227 44
b 496.0 344.0 12.0 12.0 253 227 44
b 520.0 344.0 12.0 12.0 211 191 39
b 544.0 344.0 12.0 12.0 84 80 47
b 568.0 344.0 12.0 12.0 250 225 43
b 592.0 344.0 12.0 12.0 253 227 44
b 616.0 344.0 12.0 12.0 253 227 44
b 640.0 344.0 12.0 12.0 253 227 44
b 664.0 344.0 12.0 12.0 127 138 82
